"Season","Half","Conference","Division","Team_ID","Team_Name","Playoffs","GP","W","L","OL","T","PTS","PTS_Pct","GF","GA","SRS","SOS","RPt_Pct","ROW","RW","RgRec","RgPt_Pct"
1999,NA,"Eastern","Northeast","OTS","Ottawa Senators",TRUE,"82","44","23",NA,"15","103",".628","239","179","0.73","0.00",NA,NA,NA,NA,NA
1999,NA,"Eastern","Northeast","OTT","Ottawa Senators",TRUE,"82","44","23",NA,"15","103",".628","239","179","0.73","0.00",NA,NA,NA,NA,NA
1999,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","45","30",NA,"7","97",".591","268","231","0.46","0.01",NA,NA,NA,NA,NA
1999,NA,"Eastern","Northeast","BOS","Boston Bruins",TRUE,"82","39","30",NA,"13","91",".555","214","181","0.40","0.00",NA,NA,NA,NA,NA
1999,NA,"Eastern","Northeast","BUF","Buffalo Sabres",TRUE,"82","37","28",NA,"17","91",".555","207","175","0.41","0.02",NA,NA,NA,NA,NA
1999,NA,"Eastern","Northeast","MTL","Montreal Canadiens",FALSE,"82","32","39",NA,"11","75",".457","184","209","-0.26","0.05",NA,NA,NA,NA,NA
1999,NA,"Eastern","Southeast","CAR","Carolina Hurricanes",TRUE,"82","34","30",NA,"18","86",".524","210","202","0.10","0.00",NA,NA,NA,NA,NA
1999,NA,"Eastern","Southeast","FLA","Florida Panthers",FALSE,"82","30","34",NA,"18","78",".476","210","228","-0.21","0.01",NA,NA,NA,NA,NA
1999,NA,"Eastern","Southeast","WSH","Washington Capitals",FALSE,"82","31","45",NA,"6","68",".415","200","218","-0.21","0.01",NA,NA,NA,NA,NA
1999,NA,"Eastern","Southeast","TBL","Tampa Bay Lightning",FALSE,"82","19","54",NA,"9","47",".287","179","292","-1.28","0.09",NA,NA,NA,NA,NA
1999,NA,"Western","Central","DET","Detroit Red Wings",TRUE,"82","43","32",NA,"7","93",".567","245","202","0.46","-0.06",NA,NA,NA,NA,NA
1999,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","37","32",NA,"13","87",".530","237","209","0.29","-0.05",NA,NA,NA,NA,NA
1999,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","29","41",NA,"12","70",".427","202","248","-0.55","0.01",NA,NA,NA,NA,NA
1999,NA,"Western","Central","NSH","Nashville Predators",FALSE,"82","28","47",NA,"7","63",".384","190","261","-0.85","0.02",NA,NA,NA,NA,NA
1999,NA,"Western","Northwest","COL","Colorado Avalanche",TRUE,"82","44","28",NA,"10","98",".598","239","205","0.34","-0.08",NA,NA,NA,NA,NA
1999,NA,"Western","Northwest","EDM","Edmonton Oilers",TRUE,"82","33","37",NA,"12","78",".476","230","226","0.02","-0.03",NA,NA,NA,NA,NA
1999,NA,"Western","Northwest","CGY","Calgary Flames",FALSE,"82","30","40",NA,"12","72",".439","211","234","-0.30","-0.02",NA,NA,NA,NA,NA
1999,NA,"Western","Northwest","VAN","Vancouver Canucks",FALSE,"82","23","47",NA,"12","58",".354","192","258","-0.77","0.04",NA,NA,NA,NA,NA
1999,NA,"Western","Pacific","DAL","Dallas Stars",TRUE,"82","51","19",NA,"12","114",".695","236","168","0.76","-0.07",NA,NA,NA,NA,NA
1999,NA,"Western","Pacific","PHX","Phoenix Coyotes",TRUE,"82","39","31",NA,"12","90",".549","205","197","0.08","-0.02",NA,NA,NA,NA,NA
1999,NA,"Western","Pacific","MDA","Mighty Ducks of Anaheim",TRUE,"82","35","34",NA,"13","83",".506","215","206","0.10","-0.01",NA,NA,NA,NA,NA
1999,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","31","33",NA,"18","80",".488","196","191","0.04","-0.02",NA,NA,NA,NA,NA
1999,NA,"Western","Pacific","LAK","Los Angeles Kings",FALSE,"82","32","45",NA,"5","69",".421","189","222","-0.38","0.03",NA,NA,NA,NA,NA
2000,NA,"Eastern","Atlantic","PHI","Philadelphia Flyers",TRUE,"82","45","22","3","12","105",".640","237","179","0.58","-0.13",".622",NA,NA,NA,NA
2000,NA,"Eastern","Atlantic","NJD","New Jersey Devils",TRUE,"82","45","24","5","8","103",".628","251","203","0.46","-0.13",".598",NA,NA,NA,NA
2000,NA,"Eastern","Atlantic","PIT","Pittsburgh Penguins",TRUE,"82","37","31","6","8","88",".537","241","236","-0.03","-0.09",".500",NA,NA,NA,NA
2000,NA,"Eastern","Atlantic","NYR","New York Rangers",FALSE,"82","29","38","3","12","73",".445","218","246","-0.39","-0.05",".427",NA,NA,NA,NA
2000,NA,"Eastern","Atlantic","NYI","New York Islanders",FALSE,"82","24","48","1","9","58",".354","194","275","-1.02","-0.03",".348",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","45","27","3","7","100",".610","246","222","0.25","-0.05",".591",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","OTS","Ottawa Senators",TRUE,"82","41","28","2","11","95",".579","244","210","0.30","-0.12",".567",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","OTT","Ottawa Senators",TRUE,"82","41","28","2","11","95",".579","244","210","0.30","-0.12",".567",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","BUF","Buffalo Sabres",TRUE,"82","35","32","4","11","85",".518","213","204","0.01","-0.10",".494",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","MTL","Montreal Canadiens",FALSE,"82","35","34","4","9","83",".506","196","194","-0.06","-0.09",".482",NA,NA,NA,NA
2000,NA,"Eastern","Northeast","BOS","Boston Bruins",FALSE,"82","24","33","6","19","73",".445","210","248","-0.52","-0.06",".409",NA,NA,NA,NA
2000,NA,"Eastern","Southeast","WSH","Washington Capitals",TRUE,"82","44","24","2","12","102",".622","227","194","0.28","-0.13",".610",NA,NA,NA,NA
2000,NA,"Eastern","Southeast","FLA","Florida Panthers",TRUE,"82","43","27","6","6","98",".598","244","209","0.28","-0.15",".561",NA,NA,NA,NA
2000,NA,"Eastern","Southeast","CAR","Carolina Hurricanes",FALSE,"82","37","35","0","10","84",".512","217","216","-0.10","-0.11",".512",NA,NA,NA,NA
2000,NA,"Eastern","Southeast","TBL","Tampa Bay Lightning",FALSE,"82","19","47","7","9","54",".329","204","310","-1.34","-0.05",".287",NA,NA,NA,NA
2000,NA,"Eastern","Southeast","ATL","Atlanta Thrashers",FALSE,"82","14","57","4","7","39",".238","170","313","-1.75","0.00",".213",NA,NA,NA,NA
2000,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","51","19","1","11","114",".695","248","165","1.08","0.07",".689",NA,NA,NA,NA
2000,NA,"Western","Central","DET","Detroit Red Wings",TRUE,"82","48","22","2","10","108",".659","278","210","0.88","0.05",".646",NA,NA,NA,NA
2000,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","33","37","2","10","78",".476","242","245","0.10","0.13",".463",NA,NA,NA,NA
2000,NA,"Western","Central","NSH","Nashville Predators",FALSE,"82","28","40","7","7","70",".427","199","240","-0.36","0.14",".384",NA,NA,NA,NA
2000,NA,"Western","Northwest","COL","Colorado Avalanche",TRUE,"82","42","28","1","11","96",".585","233","201","0.46","0.07",".579",NA,NA,NA,NA
2000,NA,"Western","Northwest","EDM","Edmonton Oilers",TRUE,"82","32","26","8","16","88",".537","226","212","0.22","0.05",".488",NA,NA,NA,NA
2000,NA,"Western","Northwest","VAN","Vancouver Canucks",FALSE,"82","30","29","8","15","83",".506","227","237","-0.01","0.11",".457",NA,NA,NA,NA
2000,NA,"Western","Northwest","CGY","Calgary Flames",FALSE,"82","31","36","5","10","77",".470","211","256","-0.42","0.13",".439",NA,NA,NA,NA
2000,NA,"Western","Pacific","DAL","Dallas Stars",TRUE,"82","43","23","6","10","102",".622","211","184","0.41","0.08",".585",NA,NA,NA,NA
2000,NA,"Western","Pacific","LAK","Los Angeles Kings",TRUE,"82","39","27","4","12","94",".573","245","228","0.30","0.09",".549",NA,NA,NA,NA
2000,NA,"Western","Pacific","PHX","Phoenix Coyotes",TRUE,"82","39","31","4","8","90",".549","232","228","0.15","0.10",".524",NA,NA,NA,NA
2000,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","35","30","7","10","87",".530","225","214","0.23","0.10",".488",NA,NA,NA,NA
2000,NA,"Western","Pacific","MDA","Mighty Ducks of Anaheim",FALSE,"82","34","33","3","12","83",".506","217","227","0.02","0.14",".488",NA,NA,NA,NA
2001,NA,"Eastern","Atlantic","NJD","New Jersey Devils",TRUE,"82","48","19","3","12","111",".677","295","195","1.10","-0.12",".659",NA,NA,NA,NA
2001,NA,"Eastern","Atlantic","PHI","Philadelphia Flyers",TRUE,"82","43","25","3","11","100",".610","240","207","0.33","-0.07",".591",NA,NA,NA,NA
2001,NA,"Eastern","Atlantic","PIT","Pittsburgh Penguins",TRUE,"82","42","28","3","9","96",".585","281","256","0.23","-0.07",".567",NA,NA,NA,NA
2001,NA,"Eastern","Atlantic","NYR","New York Rangers",FALSE,"82","33","43","1","5","72",".439","250","290","-0.53","-0.04",".433",NA,NA,NA,NA
2001,NA,"Eastern","Atlantic","NYI","New York Islanders",FALSE,"82","21","51","3","7","52",".317","185","268","-1.02","0.00",".299",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","OTS","Ottawa Senators",TRUE,"82","48","21","4","9","109",".665","274","205","0.74","-0.10",".640",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","OTT","Ottawa Senators",TRUE,"82","48","21","4","9","109",".665","274","205","0.74","-0.10",".640",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","BUF","Buffalo Sabres",TRUE,"82","46","30","1","5","98",".598","218","184","0.35","-0.07",".591",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","37","29","5","11","90",".549","232","207","0.25","-0.05",".518",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","BOS","Boston Bruins",FALSE,"82","36","30","8","8","88",".537","227","249","-0.27","0.00",".488",NA,NA,NA,NA
2001,NA,"Eastern","Northeast","MTL","Montreal Canadiens",FALSE,"82","28","40","6","8","70",".427","206","232","-0.35","-0.03",".390",NA,NA,NA,NA
2001,NA,"Eastern","Southeast","WSH","Washington Capitals",TRUE,"82","41","27","4","10","96",".585","233","211","0.16","-0.10",".561",NA,NA,NA,NA
2001,NA,"Eastern","Southeast","CAR","Carolina Hurricanes",TRUE,"82","38","32","3","9","88",".537","212","225","-0.24","-0.08",".518",NA,NA,NA,NA
2001,NA,"Eastern","Southeast","FLA","Florida Panthers",FALSE,"82","22","38","9","13","66",".402","200","246","-0.60","-0.04",".348",NA,NA,NA,NA
2001,NA,"Eastern","Southeast","ATL","Atlanta Thrashers",FALSE,"82","23","45","2","12","60",".366","211","289","-0.99","-0.04",".354",NA,NA,NA,NA
2001,NA,"Eastern","Southeast","TBL","Tampa Bay Lightning",FALSE,"82","24","47","5","6","59",".360","201","280","-0.98","-0.01",".329",NA,NA,NA,NA
2001,NA,"Western","Central","DET","Detroit Red Wings",TRUE,"82","49","20","4","9","111",".677","253","202","0.63","0.01",".652",NA,NA,NA,NA
2001,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","43","22","5","12","103",".628","249","195","0.67","0.01",".598",NA,NA,NA,NA
2001,NA,"Western","Central","NSH","Nashville Predators",FALSE,"82","34","36","3","9","80",".488","186","200","-0.11","0.06",".470",NA,NA,NA,NA
2001,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","29","40","5","8","71",".433","210","246","-0.36","0.08",".402",NA,NA,NA,NA
2001,NA,"Western","Central","CBJ","Columbus Blue Jackets",FALSE,"82","28","39","6","9","71",".433","190","233","-0.44","0.08",".396",NA,NA,NA,NA
2001,NA,"Western","Northwest","COL","Colorado Avalanche",TRUE,"82","52","16","4","10","118",".720","270","192","0.95","0.00",".695",NA,NA,NA,NA
2001,NA,"Western","Northwest","EDM","Edmonton Oilers",TRUE,"82","39","28","3","12","93",".567","243","222","0.32","0.07",".549",NA,NA,NA,NA
2001,NA,"Western","Northwest","VAN","Vancouver Canucks",TRUE,"82","36","28","7","11","90",".549","239","238","0.08","0.07",".506",NA,NA,NA,NA
2001,NA,"Western","Northwest","CGY","Calgary Flames",FALSE,"82","27","36","4","15","73",".445","197","236","-0.37","0.11",".421",NA,NA,NA,NA
2001,NA,"Western","Northwest","MIN","Minnesota Wild",FALSE,"82","25","39","5","13","68",".415","168","210","-0.42","0.09",".384",NA,NA,NA,NA
2001,NA,"Western","Pacific","DAL","Dallas Stars",TRUE,"82","48","24","2","8","106",".646","241","187","0.68","0.02",".634",NA,NA,NA,NA
2001,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","40","27","3","12","95",".579","217","192","0.36","0.06",".561",NA,NA,NA,NA
2001,NA,"Western","Pacific","LAK","Los Angeles Kings",TRUE,"82","38","28","3","13","92",".561","252","228","0.32","0.03",".543",NA,NA,NA,NA
2001,NA,"Western","Pacific","PHX","Phoenix Coyotes",FALSE,"82","35","27","3","17","90",".549","214","212","0.07","0.05",".530",NA,NA,NA,NA
2001,NA,"Western","Pacific","MDA","Mighty Ducks of Anaheim",FALSE,"82","25","41","5","11","66",".402","188","245","-0.60","0.10",".372",NA,NA,NA,NA
2002,NA,"Eastern","Atlantic","PHI","Philadelphia Flyers",TRUE,"82","42","27","3","10","97",".591","234","192","0.41","-0.11",".573",NA,NA,NA,NA
2002,NA,"Eastern","Atlantic","NYI","New York Islanders",TRUE,"82","42","28","4","8","96",".585","239","220","0.15","-0.08",".561",NA,NA,NA,NA
2002,NA,"Eastern","Atlantic","NJD","New Jersey Devils",TRUE,"82","41","28","4","9","95",".579","205","187","0.15","-0.07",".555",NA,NA,NA,NA
2002,NA,"Eastern","Atlantic","NYR","New York Rangers",FALSE,"82","36","38","4","4","80",".488","227","258","-0.43","-0.05",".463",NA,NA,NA,NA
2002,NA,"Eastern","Atlantic","PIT","Pittsburgh Penguins",FALSE,"82","28","41","5","8","69",".421","198","249","-0.66","-0.04",".390",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","BOS","Boston Bruins",TRUE,"82","43","24","9","6","101",".616","236","201","0.33","-0.09",".561",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","43","25","4","10","100",".610","249","207","0.44","-0.08",".585",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","OTS","Ottawa Senators",TRUE,"82","39","27","7","9","94",".573","243","208","0.36","-0.07",".530",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","OTT","Ottawa Senators",TRUE,"82","39","27","7","9","94",".573","243","208","0.36","-0.07",".530",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","MTL","Montreal Canadiens",TRUE,"82","36","31","3","12","87",".530","207","209","-0.10","-0.08",".512",NA,NA,NA,NA
2002,NA,"Eastern","Northeast","BUF","Buffalo Sabres",FALSE,"82","35","35","1","11","82",".500","213","200","0.09","-0.07",".494",NA,NA,NA,NA
2002,NA,"Eastern","Southeast","CAR","Carolina Hurricanes",TRUE,"82","35","26","5","16","91",".555","217","217","-0.09","-0.09",".524",NA,NA,NA,NA
2002,NA,"Eastern","Southeast","WSH","Washington Capitals",FALSE,"82","36","33","2","11","85",".518","228","240","-0.25","-0.10",".506",NA,NA,NA,NA
2002,NA,"Eastern","Southeast","TBL","Tampa Bay Lightning",FALSE,"82","27","40","4","11","69",".421","178","219","-0.58","-0.08",".396",NA,NA,NA,NA
2002,NA,"Eastern","Southeast","FLA","Florida Panthers",FALSE,"82","22","44","6","10","60",".366","180","250","-0.92","-0.07",".329",NA,NA,NA,NA
2002,NA,"Eastern","Southeast","ATL","Atlanta Thrashers",FALSE,"82","19","47","5","11","54",".329","187","288","-1.27","-0.04",".299",NA,NA,NA,NA
2002,NA,"Western","Central","DET","Detroit Red Wings",TRUE,"82","51","17","4","10","116",".707","251","187","0.83","0.05",".683",NA,NA,NA,NA
2002,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","43","27","4","8","98",".598","227","188","0.54","0.07",".573",NA,NA,NA,NA
2002,NA,"Western","Central","CHI","Chicago Blackhawks",TRUE,"82","41","27","1","13","96",".585","216","207","0.19","0.08",".579",NA,NA,NA,NA
2002,NA,"Western","Central","NSH","Nashville Predators",FALSE,"82","28","41","0","13","69",".421","196","230","-0.31","0.10",".421",NA,NA,NA,NA
2002,NA,"Western","Central","CBJ","Columbus Blue Jackets",FALSE,"82","22","47","5","8","57",".348","164","255","-0.97","0.14",".317",NA,NA,NA,NA
2002,NA,"Western","Northwest","COL","Colorado Avalanche",TRUE,"82","45","28","1","8","99",".604","212","169","0.58","0.06",".598",NA,NA,NA,NA
2002,NA,"Western","Northwest","VAN","Vancouver Canucks",TRUE,"82","42","30","3","7","94",".573","254","211","0.59","0.07",".555",NA,NA,NA,NA
2002,NA,"Western","Northwest","EDM","Edmonton Oilers",FALSE,"82","38","28","4","12","92",".561","205","182","0.34","0.06",".537",NA,NA,NA,NA
2002,NA,"Western","Northwest","CGY","Calgary Flames",FALSE,"82","32","35","3","12","79",".482","201","220","-0.15","0.08",".463",NA,NA,NA,NA
2002,NA,"Western","Northwest","MIN","Minnesota Wild",FALSE,"82","26","35","9","12","73",".445","195","238","-0.41","0.11",".390",NA,NA,NA,NA
2002,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","44","27","3","8","99",".604","248","199","0.62","0.02",".585",NA,NA,NA,NA
2002,NA,"Western","Pacific","PHX","Phoenix Coyotes",TRUE,"82","40","27","6","9","95",".579","228","210","0.29","0.07",".543",NA,NA,NA,NA
2002,NA,"Western","Pacific","LAK","Los Angeles Kings",TRUE,"82","40","27","4","11","95",".579","214","190","0.35","0.05",".555",NA,NA,NA,NA
2002,NA,"Western","Pacific","DAL","Dallas Stars",FALSE,"82","36","28","5","13","90",".549","215","213","0.09","0.07",".518",NA,NA,NA,NA
2002,NA,"Western","Pacific","MDA","Mighty Ducks of Anaheim",FALSE,"82","29","42","3","8","69",".421","175","198","-0.20","0.08",".402",NA,NA,NA,NA
2003,NA,"Eastern","Atlantic","NJD","New Jersey Devils",TRUE,"82","46","20","6","10","108",".659","216","166","0.49","-0.12",".622",NA,NA,NA,NA
2003,NA,"Eastern","Atlantic","PHI","Philadelphia Flyers",TRUE,"82","45","20","4","13","107",".652","211","166","0.43","-0.12",".628",NA,NA,NA,NA
2003,NA,"Eastern","Atlantic","NYI","New York Islanders",TRUE,"82","35","34","2","11","83",".506","224","231","-0.16","-0.07",".494",NA,NA,NA,NA
2003,NA,"Eastern","Atlantic","NYR","New York Rangers",FALSE,"82","32","36","4","10","78",".476","210","231","-0.33","-0.08",".451",NA,NA,NA,NA
2003,NA,"Eastern","Atlantic","PIT","Pittsburgh Penguins",FALSE,"82","27","44","5","6","65",".396","189","255","-0.85","-0.04",".366",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","OTS","Ottawa Senators",TRUE,"82","52","21","1","8","113",".689","263","182","0.88","-0.11",".683",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","OTT","Ottawa Senators",TRUE,"82","52","21","1","8","113",".689","263","182","0.88","-0.11",".683",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","44","28","3","7","98",".598","236","208","0.26","-0.08",".579",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","BOS","Boston Bruins",TRUE,"82","36","31","4","11","87",".530","245","237","0.02","-0.08",".506",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","MTL","Montreal Canadiens",FALSE,"82","30","35","9","8","77",".470","206","234","-0.39","-0.05",".415",NA,NA,NA,NA
2003,NA,"Eastern","Northeast","BUF","Buffalo Sabres",FALSE,"82","27","37","8","10","72",".439","190","219","-0.40","-0.05",".390",NA,NA,NA,NA
2003,NA,"Eastern","Southeast","TBL","Tampa Bay Lightning",TRUE,"82","36","25","5","16","93",".567","219","210","-0.01","-0.12",".537",NA,NA,NA,NA
2003,NA,"Eastern","Southeast","WSH","Washington Capitals",TRUE,"82","39","29","6","8","92",".561","224","220","-0.06","-0.11",".524",NA,NA,NA,NA
2003,NA,"Eastern","Southeast","ATL","Atlanta Thrashers",FALSE,"82","31","39","5","7","74",".451","226","284","-0.78","-0.07",".421",NA,NA,NA,NA
2003,NA,"Eastern","Southeast","FLA","Florida Panthers",FALSE,"82","24","36","9","13","70",".427","176","237","-0.78","-0.03",".372",NA,NA,NA,NA
2003,NA,"Eastern","Southeast","CAR","Carolina Hurricanes",FALSE,"82","22","43","6","11","61",".372","171","240","-0.90","-0.06",".335",NA,NA,NA,NA
2003,NA,"Western","Central","DET","Detroit Red Wings",TRUE,"82","48","20","4","10","110",".671","269","203","0.85","0.05",".646",NA,NA,NA,NA
2003,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","41","24","6","11","99",".604","253","222","0.43","0.05",".567",NA,NA,NA,NA
2003,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","30","33","6","13","79",".482","207","226","-0.14","0.09",".445",NA,NA,NA,NA
2003,NA,"Western","Central","NSH","Nashville Predators",FALSE,"82","27","35","7","13","74",".451","183","206","-0.17","0.11",".409",NA,NA,NA,NA
2003,NA,"Western","Central","CBJ","Columbus Blue Jackets",FALSE,"82","29","42","3","8","69",".421","213","263","-0.51","0.11",".402",NA,NA,NA,NA
2003,NA,"Western","Northwest","COL","Colorado Avalanche",TRUE,"82","42","19","8","13","105",".640","251","194","0.75","0.06",".591",NA,NA,NA,NA
2003,NA,"Western","Northwest","VAN","Vancouver Canucks",TRUE,"82","45","23","1","13","104",".634","264","208","0.74","0.05",".628",NA,NA,NA,NA
2003,NA,"Western","Northwest","MIN","Minnesota Wild",TRUE,"82","42","29","1","10","95",".579","198","178","0.32","0.08",".573",NA,NA,NA,NA
2003,NA,"Western","Northwest","EDM","Edmonton Oilers",TRUE,"82","36","26","9","11","92",".561","231","230","0.12","0.11",".506",NA,NA,NA,NA
2003,NA,"Western","Northwest","CGY","Calgary Flames",FALSE,"82","29","36","4","13","75",".457","186","228","-0.37","0.14",".433",NA,NA,NA,NA
2003,NA,"Western","Pacific","DAL","Dallas Stars",TRUE,"82","46","17","4","15","111",".677","245","169","0.94","0.01",".652",NA,NA,NA,NA
2003,NA,"Western","Pacific","MDA","Mighty Ducks of Anaheim",TRUE,"82","40","27","6","9","95",".579","203","193","0.19","0.07",".543",NA,NA,NA,NA
2003,NA,"Western","Pacific","LAK","Los Angeles Kings",FALSE,"82","33","36","7","6","79",".482","203","221","-0.13","0.09",".439",NA,NA,NA,NA
2003,NA,"Western","Pacific","PHX","Phoenix Coyotes",FALSE,"82","31","35","5","11","78",".476","204","230","-0.23","0.08",".445",NA,NA,NA,NA
2003,NA,"Western","Pacific","SJS","San Jose Sharks",FALSE,"82","28","37","8","9","73",".445","214","239","-0.21","0.10",".396",NA,NA,NA,NA
2004,NA,"Eastern","Atlantic","PHI","Philadelphia Flyers",TRUE,"82","40","21","6","15","101",".616","229","186","0.47","-0.05",".579",NA,NA,NA,NA
2004,NA,"Eastern","Atlantic","NJD","New Jersey Devils",TRUE,"82","43","25","2","12","100",".610","213","164","0.54","-0.06",".598",NA,NA,NA,NA
2004,NA,"Eastern","Atlantic","NYI","New York Islanders",TRUE,"82","38","29","4","11","91",".555","237","210","0.29","-0.04",".530",NA,NA,NA,NA
2004,NA,"Eastern","Atlantic","NYR","New York Rangers",FALSE,"82","27","40","8","7","69",".421","206","250","-0.51","0.03",".372",NA,NA,NA,NA
2004,NA,"Eastern","Atlantic","PIT","Pittsburgh Penguins",FALSE,"82","23","47","4","8","58",".354","190","303","-1.31","0.07",".329",NA,NA,NA,NA
2004,NA,"Eastern","Northeast","BOS","Boston Bruins",TRUE,"82","41","19","7","15","104",".634","209","188","0.29","0.03",".591",NA,NA,NA,NA
2004,NA,"Eastern","Northeast","TOR","Toronto Maple Leafs",TRUE,"82","45","24","3","10","103",".628","242","204","0.48","0.02",".610",NA,NA,NA,NA
